"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"PSA";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX ApKa";"CX BpKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA Lipinski";"HBD Lipinski";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL1536";"ERGOCALCIFEROL";"CALCIFEROL|CALCIFEROL IN ARACH OIL|CALTRATE|Calciferol|D-FORTE|DELTALIN|DRISDOL|ECIFEROL D2|ERGO-D2|ERGOCALCIFEROL|ERGORAL D2|Ergocalciferol|LANES|NSC-62792|OLEOVITAMIN D, SYNTHETIC|OSTO-D2|Oleovitamin D|STEROGYL|STEROGYL 15H|STEROGYL-15|UVESTEROL D|VIOSTEROL IN OIL|VITAMIN D|VITAMIN D2|Vitamin D 2";"Small molecule";"4";"396.66";"134";"498";"7.64";"20.23";"1";"1";"1";"5";"N";"0.47";"";"";"7.05";"7.05";"0";"MOL";"0";"29";"1";"1";"1";"396.3392";"";"C28H44O";"C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C"
"CHEMBL222559";"TIPRANAVIR";"APTIVUS|TIPRANAVIR|Tipranavir|U-140690";"Small molecule";"4";"602.68";"26";"198";"7.33";"105.59";"6";"2";"2";"11";"N";"0.22";"4.43";"";"7.14";"3.45";"3";"MOL";"0";"42";"7";"2";"2";"602.2062";"ACID";"C31H33F3N2O5S";"CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1"
"CHEMBL103";"PROGESTERONE";"CRINONE|CYCLOGEST|ENDOMETRIN|Gesterol|LUTIGEST|NSC-64377|NSC-9704|PROCHIEVE|PROGESTA-CARE|PROGESTASERT|PROGESTERONE|PROMETRIUM|Progesterone|Progestin|Regumate|SERENITY FOR WOMEN|Syngestrone|U 3672|UTROGESTAN";"Small molecule";"4";"314.47";"277";"1434";"4.72";"34.14";"2";"0";"0";"1";"N";"0.70";"";"";"4.15";"4.15";"0";"MOL";"0";"23";"2";"0";"0";"314.2246";"";"C21H30O2";"CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C"
"CHEMBL2403238";"CABOTEGRAVIR";"CABOTEGRAVIR|GSK-1265744A|GSK1265744|GSK1265744A|S-265744";"Small molecule";"3";"405.36";"16";"34";"0.96";"100.87";"6";"2";"0";"3";"N";"0.79";"10.04";"";"1.04";"1.04";"2";"MOL";"0";"29";"8";"2";"0";"405.1136";"NEUTRAL";"C19H17F2N3O5";"C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12"
"CHEMBL3301620";"TEMSAVIR";"BMS-626529|TEMSAVIR";"Small molecule";"1";"473.49";"31";"105";"1.63";"126.31";"8";"1";"0";"5";"N";"0.34";"9.07";"1.25";"1.01";"1.00";"4";"MOL";"0";"35";"11";"1";"1";"473.1812";"NEUTRAL";"C24H23N7O4";"COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12"
"CHEMBL518924";"MAVORIXAFOR";"AMD 070|AMD-070|AMD-11070|AMD070|AMD11070|MAVORIXAFOR|X 4P-001|X4P-001";"Small molecule";"2";"349.48";"19";"149";"3.58";"70.83";"4";"2";"0";"7";"N";"0.64";"11.50";"10.18";"2.61";"-0.03";"3";"MOL";"0";"26";"5";"3";"0";"349.2266";"BASE";"C21H27N5";"NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21"
"CHEMBL1483";"ALBENDAZOLE";"ALBENDAZOLE|ALBENZA|ESKAZOLE|NSC-220008|SK&F 62979|SK&F-62979|Valbazen|ZENTEL|Zental";"Small molecule";"4";"265.34";"166";"843";"3.24";"67.01";"4";"2";"0";"4";"N";"0.83";"9.51";"4.27";"3.20";"3.20";"2";"MOL";"0";"18";"5";"2";"0";"265.0885";"NEUTRAL";"C12H15N3O2S";"CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1"
"CHEMBL52440";"DEXTROMETHORPHAN";"DEXTROMETHORPHAN|Dextromethorphan|Dimetane-DX";"Small molecule";"4";"271.40";"139";"384";"3.38";"12.47";"2";"0";"0";"1";"N";"0.78";"";"9.85";"3.49";"1.08";"1";"MOL";"0";"20";"2";"0";"0";"271.1936";"BASE";"C18H25NO";"COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3"
"CHEMBL503";"LOVASTATIN";"ALTOPREV|C10AA02|L-154803|LOVASTATIN|MEVACOR|MEVINACOR|MEVINACOR 10|MEVINACOR 40|MEVINOLIN|MK-803|SIMVASTATIN IMPURITY, LOVASTATIN-";"Small molecule";"4";"404.55";"256";"1607";"4.20";"72.83";"5";"1";"0";"6";"N";"0.67";"";"";"3.90";"3.90";"0";"MOL";"0";"29";"5";"1";"0";"404.2563";"";"C24H36O5";"CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21"
"CHEMBL1410";"NONOXYNOL 9";"C-FILM|CONCEPTROL|DELFEN|DOUBLE CHECK|DURAGEL|EMKO|GYGEL|GYNOL 11|GYNOL II|INTERCEPT|NONOXINOL 9|NONOXYNOL 9|NONOXYNOL-9|NONYLPHENOXYPOLYETHOXYETHANOL|ORTHO-CREME|ORTHO-FORMS|PRELUDE|SEMICID|TODAY|TODAY SPONGE";"Small molecule";"4";"616.83";"33";"114";"4.48";"103.30";"10";"1";"1";"35";"N";"0.11";"";"";"4.82";"4.82";"1";"MOL";"0";"43";"10";"1";"1";"616.4186";"";"C33H60O10";"CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1"
"CHEMBL1431";"METFORMIN";"LA-6023|METFORMIN|Metformin";"Small molecule";"4";"129.17";"722";"2713";"-1.03";"88.99";"2";"4";"0";"0";"N";"0.25";"";"12.33";"-0.92";"-5.62";"0";"MOL";"0";"9";"5";"5";"0";"129.1014";"BASE";"C4H11N5";"CN(C)C(=N)NC(=N)N"
"CHEMBL571987";"LERSIVIRINE";"LERSIVIRINE|UK-453,061";"Small molecule";"2";"310.36";"39";"178";"2.54";"94.86";"6";"1";"0";"6";"N";"0.88";"";"2.19";"2.48";"2.48";"2";"MOL";"0";"23";"6";"1";"0";"310.1430";"NEUTRAL";"C17H18N4O2";"CCc1nn(CCO)c(CC)c1Oc1cc(C#N)cc(C#N)c1"
"CHEMBL602";"CYSTEAMINE";"CYSTAGON|CYSTEAMINE|Cystagon|Cysteamine|L-1573|MEA|MERCAPTAMINE|NSC-647528|PROCYSBI";"Small molecule";"4";"77.15";"32";"105";"-0.13";"26.02";"2";"2";"0";"1";"Y";"0.42";"9.42";"10.40";"-0.42";"-2.20";"0";"MOL";"0";"4";"1";"2";"0";"77.0299";"BASE";"C2H7NS";"NCCS"
"CHEMBL521";"IBUPROFEN";"ACHES-N-PAIN|ADVIL|ADVIL LIQUI-GELS|ADVIL MIGRAINE LIQUI-GELS|ANADIN JOINT PAIN|ANADIN LIQUIFAST|ANADIN PERIOD PAIN RELIEF|ANADIN ULTRA|APSIFEN|APSIFEN-F|ARTHROFEN 200|ARTHROFEN 400|ARTHROFEN 600|BRUFEN RET|CALDOLOR|CAP-PROFEN|CHILDREN'S ADVIL|CHILDREN'S ADVIL-FLAVORED|CHILDREN'S ELIXSURE|CHILDREN'S IBUPROFEN|CHILDREN'S MOTRIN|CO-OP|CODAFEN CONTINUS|CUPROFEN FOR CHILD|CUPROFEN PLUS|DEEP RELIEF|EBUFAC|FEMAFEN|FENBID|FENBID FTE|FENPAED|FEVERFEN|FLEXIMEX|IB-100|IBU-SLO|IBU-TAB|IBU-TAB 200|IBUCALM|IBUDERM|IBUFAC|IBUGEL|IBUGEL FTE|IBULAR|IBULEVE|IBUMED|IBUMETIN|IBUMOUSSE|IBUPRIN|IBUPROFEN|IBUPROHM|IBUSPRAY|IBUTIME|INABRIN|INOVEN|IP-82|ISISFEN|JUNIFEN|JUNIOR STRENGTH ADVIL|JUNIOR STRENGTH IBUPROFEN|JUNIOR STRENGTH MOTRIN|LIDIFEN|LIDIFEN-F|LOBUFEN|M01AE01|MANDAFEN|MANORFEN|MAXA-GESIC|MEDIPREN|MIDOL|MIDOL LIQUID GELS|MIGRAFEN|MOTRIN|MOTRIN IB|MOTRIN MIGRAINE PAIN|NOVAPRIN|NSC-256857|NUPRIN|NUROFEN 400|NUROFEN BACK PAIN SR|NUROFEN CHILD|NUROFEN FOR CHILD|NUROFEN PLUS|NUROFEN RECOVERY|NUROFEN SINUS|NUROFEN SOLB|ORBIFEN|PACIFENE|PAXOFEN|PEDEA|PEDIATRIC ADVIL|PHENSIC|PHOR PAIN|PHORPAIN|PHORPAIN MAX STRGH|PROFEN|PROFLEX|PROFLEX SR|RD 13621|RELCOFEN|RIMAFEN|RUFEN|SECLODIN|SUSPREN|TAB-PROFEN|U-18,573";"Small molecule";"4";"206.28";"302";"3585";"3.07";"37.30";"1";"1";"0";"4";"N";"0.82";"4.85";"";"3.84";"1.34";"1";"MOL";"0";"15";"2";"1";"0";"206.1307";"ACID";"C13H18O2";"CC(C)Cc1ccc(C(C)C(=O)O)cc1"
"CHEMBL902";"FAMOTIDINE";"FAMOTIDINE|FAMOTIDINE PRESERVATIVE FREE|FLUXID|L 643341|MK-208|PEPCID|PEPCID AC|PEPCID PRESERVATIVE FREE|PEPCID RPD|YM-11170";"Small molecule";"4";"337.46";"165";"2071";"-0.77";"175.83";"6";"4";"0";"7";"N";"0.29";"9.29";"8.38";"-1.95";"-2.67";"1";"MOL";"0";"20";"9";"8";"1";"337.0449";"NEUTRAL";"C8H15N7O2S3";"NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1"
"CHEMBL204656";"ELVITEGRAVIR";"ELVITEGRAVIR|GS-9137|JTK-303|VITEKTA";"Small molecule";"4";"447.89";"15";"302";"4.28";"88.76";"5";"2";"0";"7";"N";"0.56";"5.97";"";"4.67";"3.22";"3";"MOL";"0";"31";"6";"2";"0";"447.1249";"ACID";"C23H23ClFNO5";"COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C"
"CHEMBL442218";"PROCYSTEINE";"L-2-OXO-4-THIAZOLIDINECARBOXYLIC ACID|PROCYSTEINE";"Small molecule";"2";"147.16";"4";"7";"-0.10";"66.40";"3";"2";"0";"1";"N";"0.54";"3.19";"";"-0.17";"-3.62";"0";"MOL";"0";"9";"4";"2";"0";"146.9990";"ACID";"C4H5NO3S";"O=C1N[C@H](C(=O)O)CS1"
"CHEMBL1697742";"DEXTRAN";"DEXTRAN|DEXTRAN 40|Dextran|LMWD";"Small molecule";"3";"504.44";"3";"22";"-7.73";"276.52";"16";"11";"3";"11";"N";"0.12";"11.83";"";"-7.11";"-7.11";"0";"MOL";"0";"34";"16";"11";"3";"504.1690";"NEUTRAL";"C18H32O16";"O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O"
"CHEMBL64";"ISONIAZID";"DOW-ISONIAZID|HYZYD|ISONIAZID|ISONICOTINYLHYDRAZINE|Inh|Isoniazid|LANIAZID|NICOTIBINE|NSC-9659|NYDRAZID|RIMIFON|STANOZIDE";"Small molecule";"4";"137.14";"251";"5627";"-0.31";"68.01";"3";"2";"0";"1";"N";"0.32";"13.61";"3.35";"-0.69";"-0.69";"1";"MOL";"0";"10";"4";"3";"0";"137.0589";"NEUTRAL";"C6H7N3O";"NNC(=O)c1ccncc1"
"CHEMBL126";"LINEZOLID";"LINEZOLID|U-100,766|ZYVOX|Zyvox";"Small molecule";"4";"337.35";"206";"6284";"1.12";"71.11";"5";"1";"0";"4";"N";"0.89";"";"";"0.64";"0.64";"1";"MOL";"0";"24";"7";"1";"0";"337.1438";"";"C16H20FN3O4";"CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1"
"CHEMBL964";"DISULFIRAM";"ANTABUSE|DISULFIRAM|Disulfiram|ESPERAL|NSC-25953|ORA-102|ORA102";"Small molecule";"4";"296.55";"253";"2580";"3.62";"6.48";"4";"0";"0";"4";"N";"0.57";"";"";"4.16";"4.16";"0";"MOL";"0";"16";"2";"0";"0";"296.0509";"";"C10H20N2S4";"CCN(CC)C(=S)SSC(=S)N(CC)CC"
"CHEMBL529";"AZITHROMYCIN";"AZASITE|AZITHROMYCIN|AZITHROMYCIN DIHYDRATE|AZITHROMYCIN HYDRATE|AZYTER|CLAMELLE|CP 62993|CP-62,993|Sumamed|Sunamed|XZ 405|XZ 450|XZ-450|ZITHROMAX|ZMax";"Small molecule";"4";"749.00";"237";"3270";"1.90";"180.08";"14";"5";"2";"7";"N";"0.24";"12.43";"9.57";"2.44";"-1.23";"0";"MOL";"0";"52";"14";"5";"2";"748.5085";"BASE";"C38H72N2O12";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O"
"CHEMBL1556";"INOSINE";"INO-1001|INOSINE|NSC-20262";"Small molecule";"3";"268.23";"34";"54";"-2.27";"133.49";"8";"4";"0";"2";"N";"0.48";"8.93";"0.58";"-2.48";"-2.49";"2";"MOL";"0";"19";"9";"4";"0";"268.0808";"NEUTRAL";"C10H12N4O5";"O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O"
"CHEMBL584";"NELFINAVIR";"NELFINAVIR|Nelfinavir|Viracept";"Small molecule";"4";"567.80";"155";"900";"4.75";"101.90";"6";"4";"1";"9";"N";"0.33";"9.32";"8.18";"4.72";"4.09";"2";"MOL";"0";"40";"7";"4";"1";"567.3131";"NEUTRAL";"C32H45N3O4S";"Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C"
"CHEMBL568";"OXAZEPAM";"J3.308A|LEDERPAM|NSC-169448|OXAZEPAM|OXAZEPAM CIV|OXOZEPAM|SERAX|SERENID FTE|TEMAZEPAM IMPURITY, OXAZEPAM-|WY-3498|ZAXOPAM";"Small molecule";"4";"286.72";"41";"213";"2.45";"61.69";"3";"2";"0";"1";"N";"0.85";"10.61";"";"2.92";"2.92";"2";"MOL";"0";"20";"4";"2";"0";"286.0509";"NEUTRAL";"C15H11ClN2O2";"O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O"
"CHEMBL129";"ZIDOVUDINE";"AZIDOTHYMIDINE|AZT|Azidothymidine|BW A509U|BW-A-509U|BWA509U|COMPOUND S|COMPOUND-S|NSC-602670|RETROVIR|Retrovir|ZIDOVUDINE";"Small molecule";"4";"267.25";"289";"3941";"-0.20";"133.08";"6";"2";"0";"3";"N";"0.45";"9.96";"";"-0.30";"-0.41";"1";"MOL";"0";"19";"9";"2";"0";"267.0968";"NEUTRAL";"C10H13N5O4";"Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O"
"CHEMBL57";"NEVIRAPINE";"BIRG 0587|NEVIRAPINE|NEVIRAPINE ANHYDROUS|NSC-641530|VIRAMUNE|VIRAMUNE XR|Viramune";"Small molecule";"4";"266.30";"184";"3081";"2.65";"58.12";"4";"1";"0";"1";"N";"0.86";"";"3.28";"2.49";"2.49";"2";"MOL";"0";"20";"5";"1";"0";"266.1168";"NEUTRAL";"C15H14N4O";"Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1"
"CHEMBL70663";"DAPIVIRINE";"AIDS-105293|DAPIVIRINE|R-147681|TMC-120";"Small molecule";"3";"329.41";"15";"290";"4.76";"73.63";"5";"2";"0";"4";"N";"0.72";"11.43";"4.45";"5.60";"5.60";"3";"MOL";"0";"25";"5";"2";"0";"329.1640";"NEUTRAL";"C20H19N5";"Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1"
"CHEMBL308954";"ETRAVIRINE";"ETRAVIRINE|INTELENCE|R-165335|R165335|TMC 125|TMC125";"Small molecule";"4";"435.29";"35";"826";"4.72";"120.64";"7";"2";"0";"4";"N";"0.61";"10.99";"3.49";"5.54";"5.54";"3";"MOL";"0";"28";"7";"3";"0";"434.0491";"NEUTRAL";"C20H15BrN6O";"Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br"
"CHEMBL885";"EMTRICITABINE";"(-)-FTC|524-W-91|524W91|BW-524W91|EMTRICITABINE|EMTRIVA|Emtriva|FTC|FTC-(-)";"Small molecule";"4";"247.25";"28";"203";"-0.46";"90.37";"7";"2";"0";"2";"N";"0.73";"";"";"-0.90";"-0.90";"1";"MOL";"0";"16";"6";"3";"0";"247.0427";"";"C8H10FN3O3S";"Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F"
"CHEMBL741";"LAMOTRIGINE";"BW 430C|LAMICTAL|LAMICTAL CD|LAMICTAL ODT|LAMICTAL XR|LAMOTRIGINE";"Small molecule";"4";"256.10";"163";"937";"2.01";"90.71";"5";"2";"0";"1";"N";"0.81";"";"5.89";"1.93";"1.91";"2";"MOL";"0";"16";"5";"4";"0";"255.0079";"NEUTRAL";"C9H7Cl2N5";"Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1"
"CHEMBL467";"HYDROXYUREA";"DROXIA|HYDREA|HYDROXYCARBAMIDE|HYDROXYUREA|NSC-32065|SIKLOS|SQ 1089";"Small molecule";"4";"76.05";"223";"1042";"-0.96";"75.35";"2";"3";"0";"0";"N";"0.26";"10.14";"";"-1.37";"-1.37";"0";"MOL";"0";"5";"4";"4";"0";"76.0273";"NEUTRAL";"CH4N2O2";"NC(=O)NO"
"CHEMBL2107834";"RIOCIGUAT";"ADEMPAS|BAY 63-2521|BAY-63-2521|RIOCIGUAT";"Small molecule";"4";"422.42";"4";"11";"2.44";"138.07";"9";"2";"0";"4";"N";"0.51";"";"3.50";"2.69";"2.69";"4";"MOL";"0";"31";"10";"4";"0";"422.1615";"NEUTRAL";"C20H19FN8O2";"COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N"
"CHEMBL17423";"VESNARINONE";"ARKIN|OPC-8212|VESNARINONE";"Small molecule";"2";"395.46";"12";"48";"2.55";"71.11";"5";"1";"0";"4";"N";"0.86";"";"2.94";"2.24";"2.24";"2";"MOL";"0";"29";"7";"1";"0";"395.1845";"NEUTRAL";"C22H25N3O4";"COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC"
"CHEMBL286494";"HYPERICIN";"HYPERICIN|NSC-407313|SGX301";"Small molecule";"3";"504.45";"123";"229";"5.08";"155.52";"8";"6";"3";"0";"N";"0.12";"6.65";"3.37";"7.70";"6.41";"8";"MOL";"0";"38";"8";"6";"3";"504.0845";"NEUTRAL";"C30H16O8";"Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65"
"CHEMBL932";"DIPYRIDAMOLE";"ATTIA|B01AC07|CEREBROVASE 100|CEREBROVASE 25|DIPYRIDAMOLE|IV PERSANTINE|MODAPLATE|NSC-515776|OFCRAM PR|PERSANTIN|PERSANTIN RET|PERSANTINE|PYRIDANTIN|RA-8|VASYROL";"Small molecule";"4";"504.64";"272";"969";"-0.02";"145.44";"12";"4";"2";"12";"N";"0.31";"";"3.54";"1.81";"1.81";"2";"MOL";"0";"36";"12";"4";"2";"504.3173";"NEUTRAL";"C24H40N8O4";"OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1"
"CHEMBL115";"INDINAVIR";"CRIXIVAN|Crixivan|INDINAVIR|INDINAVIR MONOHYDRATE|INDINAVIR SYSTEM SUITABILITY|Indinavir|L-735524|MK-639";"Small molecule";"4";"613.80";"158";"1309";"2.87";"118.03";"7";"4";"1";"11";"N";"0.26";"13.01";"6.76";"2.81";"2.72";"3";"MOL";"0";"45";"9";"4";"1";"613.3628";"NEUTRAL";"C36H47N5O4";"CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O"
"CHEMBL848";"LENALIDOMIDE";"CC-5013|CDC-501|LENALIDOMIDE|REVLIMID|SYP-1512";"Small molecule";"4";"259.26";"598";"738";"0.03";"92.50";"4";"2";"0";"1";"N";"0.55";"11.61";"2.31";"-0.71";"-0.71";"1";"MOL";"0";"19";"6";"3";"0";"259.0957";"NEUTRAL";"C13H13N3O3";"Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O"
"CHEMBL46";"ONDANSETRON";"A04AA01|Desmethylondansetron|EUR-1025|GR-38032|GR-38032F|ONDANSETRON|Ondansetron|ZOFRAN ODT|ZUPLENZ|Zofran";"Small molecule";"4";"293.37";"187";"958";"3.13";"39.82";"4";"0";"0";"2";"N";"0.73";"";"7.34";"2.35";"2.11";"3";"MOL";"0";"22";"4";"0";"0";"293.1528";"NEUTRAL";"C18H19N3O";"Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O"
"CHEMBL112";"ACETAMINOPHEN";"ABDINE|ACEPHEN|ACETAMINOPHEN|ALVEDON|ANGIERS|APAP|Acetaminophen|CALPOL|CALPOL SIX PLUS|CALPOL SIX PLUS FASTMELTS|CHILD LEMSIP|CUPANOL|DAFALGAN|DISPROL|DISPROL INFANT|DISPROL JNR|DISPROL PAED|Datril|FENNINGS|GALPAMOL|HEDEX|INFADROPS|INFANTS' FEVERALL|INJECTAPAP|JUNIOR PARAPAED|MANDANOL|MEDINOL|MEDINOL FOR CHILDREN|MEDINOL OVER 6|MEDINOL UNDER 6|MEDISED PLAIN|MIRADOL|NEOPAP|NSC-109028|NSC-3991|OFIRMEV|PALDESIC|PANADOL|PANADOL ACTIFAST|PANADOL ACTIFAST SOLB|PANADOL ADVAN|PANADOL JNR|PANADOL OA|PANALEVE|PANALEVE 6 PLUS|PARACETAMOL|PARAMIN|PARAPAED JNR|PARAPAED SIX PLUS|PARAVICT|PERFALGAN|PLACIDEX|Paracetamol|Phenaphen|RIMADOL|SALZONE|TIXYMOL|TRAMIL 500|TYLENOL";"Small molecule";"4";"151.16";"219";"3023";"1.35";"49.33";"2";"2";"0";"1";"Y";"0.60";"9.46";"";"0.91";"0.90";"1";"MOL";"0";"11";"3";"2";"0";"151.0633";"NEUTRAL";"C8H9NO2";"CC(=O)Nc1ccc(O)cc1"
"CHEMBL1380";"ABACAVIR";"ABACAVIR|Abacavir|Epzicom|ZIAGEN|Ziagen";"Small molecule";"4";"286.34";"36";"247";"1.09";"101.88";"7";"3";"0";"4";"N";"0.73";"";"5.80";"0.39";"0.38";"2";"MOL";"0";"21";"7";"4";"0";"286.1542";"NEUTRAL";"C14H18N6O";"Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1"
"CHEMBL1029";"MIGLUSTAT";"MIGLUSTAT|OGT 918|ZAVESCA";"Small molecule";"4";"219.28";"42";"191";"-1.45";"84.16";"5";"4";"0";"4";"N";"0.46";"12.90";"8.49";"-1.18";"-2.30";"0";"MOL";"0";"15";"5";"4";"0";"219.1471";"NEUTRAL";"C10H21NO4";"CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO"
"CHEMBL1622";"FOLIC ACID";"B03BB01|BIO SCIENCE|FOLACIN|FOLIC ACID|FOLICARE|FOLICET|FOLSAN|FOLVITE|Folic Acid|LEXPEC|NATUR FLOW|NSC-3073|PRECONCEIVE|PTEROYLGLUTAMIC ACID|ROCHE|Vitamin Bc|Vitamin M";"Small molecule";"4";"441.40";"58";"126";"-0.04";"213.28";"9";"6";"1";"9";"N";"0.26";"3.32";"2.09";"-0.69";"-6.93";"3";"MOL";"0";"32";"13";"7";"2";"441.1397";"ACID";"C19H19N7O6";"Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1"
