"Parent Molecule ChEMBL ID";"Parent Molecule Name";"Parent Molecule Type";"Max Phase";"First Approval";"USAN Stem";"Smiles";"Mechanism of Action";"Mechanism Comment";"Selectivity Comment";"Target ChEMBL ID";"Target Name";"Action Type";"Target Type";"Target Organism";"Binding Site Name";"Binding Site Comment";"References";"Synonyms";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Parent Molecule ChEMBL ID"
"CHEMBL137";"METRONIDAZOLE";"Small molecule";"4";"1963";"'-nidazole'";"Cc1ncc([N+](=O)[O-])n1CCO";"DNA inhibitor";"Generates free radicals causing DNA damage in trichomonas + bacterial species.  In H. Pylori infections the oxygen-insensitive NADPH nitroreductase enzymes responsible for metabolite generation are normally found mutated in resistant strains (PMID: 10960092)";"";"CHEMBL2364041";"DNA";"INHIBITOR";"NUCLEIC-ACID";"Bacteria";"";"";"Type: FDA RefID: label/2011/021806s003lbl.pdf URL: http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021806s003lbl.pdf|Type: Wikipedia RefID: Metronidazole#Mechanism_of_action URL: http://en.wikipedia.org/wiki/Metronidazole#Mechanism_of_action";"Metronidazole (BAN, FDA, INN, JAN, MI, USAN, USP)|Metronidazole HCl (FDA, MI, USAN)|";"P01AB01 | A01AB17 | J01XD01 | G01AF01 | P01AB51 | D06BX01";"P01AB - Nitroimidazole derivatives | A01AB - Antiinfectives and antiseptics for local oral treatment | J01XD - Imidazole derivatives | G01AF - Imidazole derivatives | P01AB - Nitroimidazole derivatives | D06BX - Other chemotherapeutics";"P01A - AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES | A01A - STOMATOLOGICAL PREPARATIONS | J01X - OTHER ANTIBACTERIALS | G01A - ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS | P01A - AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES | D06B - CHEMOTHERAPEUTICS FOR TOPICAL USE";"P01 - ANTIPROTOZOALS | A01 - STOMATOLOGICAL PREPARATIONS | J01 - ANTIBACTERIALS FOR SYSTEMIC USE | G01 - GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS | P01 - ANTIPROTOZOALS | D06 - ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE";"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS | A - ALIMENTARY TRACT AND METABOLISM | J - ANTIINFECTIVES FOR SYSTEMIC USE | G - GENITO URINARY SYSTEM AND SEX HORMONES | P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS | D - DERMATOLOGICALS";"CHEMBL137"
"CHEMBL2104987";"TEDUGLUTIDE";"Protein";"4";"2012";"'-tide'";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)[C@@H](C)CC";"Glucagon-like peptide 2 receptor agonist";"";"";"CHEMBL5844";"Glucagon-like peptide 2 receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=66b69c1e-b25c-44d3-b5ff-1c1de9a516fa URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=66b69c1e-b25c-44d3-b5ff-1c1de9a516fa";"Teduglutide (BAN, INN, JAN, MI, USAN)|Teduglutide Recombinant (FDA)|";"A16AX08";"A16AX - Various alimentary tract and metabolism products";"A16A - OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS";"A16 - OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS";"A - ALIMENTARY TRACT AND METABOLISM";"CHEMBL2104987"
"CHEMBL175691";"RILPIVIRINE";"Small molecule";"4";"2011";"'-vir-'";"Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1";"Human immunodeficiency virus type 1 reverse transcriptase inhibitor";"";"";"CHEMBL247";"Human immunodeficiency virus type 1 reverse transcriptase";"INHIBITOR";"SINGLE PROTEIN";"Human immunodeficiency virus 1";"";"";"Type: DailyMed RefID: setid=03880372-2c68-45c6-a53a-f420c49541d6 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=03880372-2c68-45c6-a53a-f420c49541d6";"Rilpivirine HCl (FDA, USAN)|Rilpivirine (INN, MI, USAN)|";"J05AG05";"J05AG - Non-nucleoside reverse transcriptase inhibitors";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL175691"
"CHEMBL2107862";"RINTATOLIMOD";"Oligonucleotide";"3";"";"'-imod'";"";"Toll-like receptor 3 agonist";"";"";"CHEMBL1075113";"Toll-like receptor 3";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: PubMed RefID: 11607032 URL: http://europepmc.org/abstract/MED/11607032";"Rintatolimod (INN, MI, USAN)|";"";"";"";"";"";"CHEMBL2107862"
"CHEMBL2109343";"LERONLIMAB";"Antibody";"2";"";"'-mab'";"";"C-C chemokine receptor type 5 antagonist";"Viral-entry inhibitor.";"";"CHEMBL274";"C-C chemokine receptor type 5";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: PubMed RefID: 18771406 URL: http://europepmc.org/abstract/MED/18771406";"Leronlimab (INN, USAN)|";"";"";"";"";"";"CHEMBL2109343"
"CHEMBL465";"DRONABINOL";"Small molecule";"4";"1985";"'-nab-'";"CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21";"Cannabinoid CB1 receptor agonist";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=68b4168b-5782-4e68-a25a-5b4e4408dbce#nlm34090-1 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=68b4168b-5782-4e68-a25a-5b4e4408dbce#nlm34090-1|Type: PubMed RefID: 16570099 URL: http://europepmc.org/abstract/MED/16570099";"Dronabinol (FDA, INN, USAN, USP)|";"A04AD10";"A04AD - Other antiemetics";"A04A - ANTIEMETICS AND ANTINAUSEANTS";"A04 - ANTIEMETICS AND ANTINAUSEANTS";"A - ALIMENTARY TRACT AND METABOLISM";"CHEMBL465"
"CHEMBL32";"MOXIFLOXACIN";"Small molecule";"4";"1999";"'-oxacin'";"COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12";"Topoisomerase IV inhibitor";"";"Broad spectrum";"CHEMBL2363076";"Topoisomerase IV";"INHIBITOR";"PROTEIN COMPLEX";"Bacteria";"";"";"Type: DailyMed RefID: setid=56b4f979-bf20-4908-9d7c-5536221d77f8 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=56b4f979-bf20-4908-9d7c-5536221d77f8";"Moxifloxacin HCl (FDA, JAN, MI, USAN, USP)|Moxifloxacin (BAN, INN, MI)|";"J01MA14 | S01AE07";"J01MA - Fluoroquinolones | S01AE - Fluoroquinolones";"J01M - QUINOLONE ANTIBACTERIALS | S01A - ANTIINFECTIVES";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE | S01 - OPHTHALMOLOGICALS";"J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS";"CHEMBL32"
"CHEMBL206031";"BRECANAVIR";"Small molecule";"2";"";"'-vir'";"Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@@H]34)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1";"HIV-1 protease inhibitor";"";"";"CHEMBL4296312";"HIV-1 protease";"INHIBITOR";"SINGLE PROTEIN";"Human immunodeficiency virus";"";"";"Type: PubMed RefID: 17620375 URL: http://europepmc.org/abstract/MED/17620375|Type: PubMed RefID: 17635930 URL: http://europepmc.org/abstract/MED/17635930";"Brecanavir (INN, USAN)|";"";"";"";"";"";"CHEMBL206031"
"CHEMBL1643";"RIBAVIRIN";"Small molecule";"4";"1985";"'-vir-'";"NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1";"Hepatitis C virus NS5B RNA-dependent RNA polymerase inhibitor";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"INHIBITOR";"SINGLE PROTEIN";"Hepatitis C virus";"";"";"Type: PubMed RefID: 16107837 URL: http://europepmc.org/abstract/MED/16107837|Type: Wikipedia RefID: Ribavirin#Mechanisms_of_action URL: http://en.wikipedia.org/wiki/Ribavirin#Mechanisms_of_action";"Ribavirin (FDA, INN, JAN, MI, USAN, USP)|Tribavirin (BAN)|";"J05AP01";"J05AP - Antivirals for treatment of HCV infections";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL1643"
"CHEMBL1789941";"RUXOLITINIB";"Small molecule";"4";"2011";"'-tinib'";"N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1";"Tyrosine-protein kinase JAK2 inhibitor";"";"";"CHEMBL2971";"Tyrosine-protein kinase JAK2";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: FDA RefID: label/2012/202192s001lbl.pdf URL: http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202192s001lbl.pdf";"Ruxolitinib (INN, MI, USAN)|Ruxolitinib Phosphate (FDA, JAN, MI, USAN)|";"L01XE18";"L01XE - Protein kinase inhibitors";"L01X - OTHER ANTINEOPLASTIC AGENTS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"CHEMBL1789941"
"CHEMBL932";"DIPYRIDAMOLE";"Small molecule";"4";"1961";"";"OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1";"Equilibrative nucleoside transporter 1 inhibitor";"";"";"CHEMBL1997";"Equilibrative nucleoside transporter 1";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=ae7585ec-1280-40fe-b888-613b8a0e6ef6 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ae7585ec-1280-40fe-b888-613b8a0e6ef6|Type: UniProt RefID: Q99808#section_comments URL: http://www.uniprot.org/uniprot/Q99808#section_comments";"Dipyridamole (BAN, FDA, INN, JAN, MI, USAN, USP)|";"B01AC07";"B01AC - Platelet aggregation inhibitors excl. heparin";"B01A - ANTITHROMBOTIC AGENTS";"B01 - ANTITHROMBOTIC AGENTS";"B - BLOOD AND BLOOD FORMING ORGANS";"CHEMBL932"
"CHEMBL135";"ESTRADIOL";"Small molecule";"4";"1975";"'estr-'";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O";"Estrogen receptor alpha agonist";"";"";"CHEMBL206";"Estrogen receptor alpha";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=0f943869-41a2-4f7e-943d-dd8c17996dd8#nlm34090-1 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0f943869-41a2-4f7e-943d-dd8c17996dd8#nlm34090-1|Type: Wikipedia RefID: Estrogen_receptor URL: http://en.wikipedia.org/wiki/Estrogen_receptor";"Estradiol (BAN, FDA, INN, JAN, MI, USP)|Estradiol Hemihydrate (FDA)|";"G03CA03 | G03CA53";"G03CA - Natural and semisynthetic estrogens, plain | G03CA - Natural and semisynthetic estrogens, plain";"G03C - ESTROGENS | G03C - ESTROGENS";"G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM | G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM";"G - GENITO URINARY SYSTEM AND SEX HORMONES | G - GENITO URINARY SYSTEM AND SEX HORMONES";"CHEMBL135"
"CHEMBL1201572";"ETANERCEPT";"Protein";"4";"1998";"'-cept'";"";"TNF-alpha inhibitor";"";"";"CHEMBL1825";"TNF-alpha";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=a002b40c-097d-47a5-957f-7a7b1807af7f URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a002b40c-097d-47a5-957f-7a7b1807af7f|Type: PubMed RefID: 10090426 URL: http://europepmc.org/abstract/MED/10090426";"Etanercept (FDA, INN, MI, USAN)|";"L04AB01";"L04AB - Tumor necrosis factor alpha (TNF-alpha) inhibitors";"L04A - IMMUNOSUPPRESSANTS";"L04 - IMMUNOSUPPRESSANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"CHEMBL1201572"
"CHEMBL902";"FAMOTIDINE";"Small molecule";"4";"1986";"'-tidine'";"NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1";"Histamine H2 receptor antagonist";"";"";"CHEMBL1941";"Histamine H2 receptor";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=1893ed5d-eddc-49ea-94d0-b839e0b1bfc9 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1893ed5d-eddc-49ea-94d0-b839e0b1bfc9";"Famotidine (BAN, FDA, INN, JAN, MI, USAN, USP)|";"A02BA53 | A02BA03";"A02BA - H2-receptor antagonists | A02BA - H2-receptor antagonists";"A02B - DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD) | A02B - DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)";"A02 - DRUGS FOR ACID RELATED DISORDERS | A02 - DRUGS FOR ACID RELATED DISORDERS";"A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM";"CHEMBL902"
"CHEMBL1536";"ERGOCALCIFEROL";"Small molecule";"4";"1941";"'-calci-'";"C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C";"Vitamin D receptor agonist";"";"";"CHEMBL1977";"Vitamin D receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: PubMed RefID: 16949927 URL: http://europepmc.org/abstract/MED/16949927|Type: PubMed RefID: 17218095 URL: http://europepmc.org/abstract/MED/17218095|Type: PubMed RefID: 17519354 URL: http://europepmc.org/abstract/MED/17519354";"Ergocalciferol (BAN, FDA, INN, JAN, USP)|Vitamin D2 (MI)|";"A11CC01";"A11CC - Vitamin D and analogues";"A11C - VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO";"A11 - VITAMINS";"A - ALIMENTARY TRACT AND METABOLISM";"CHEMBL1536"
"CHEMBL91";"MICONAZOLE";"Small molecule";"4";"1974";"'-conazole'";"Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1";"Cytochrome P450 51 inhibitor";"";"";"CHEMBL1780";"Cytochrome P450 51";"INHIBITOR";"SINGLE PROTEIN";"Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)";"";"";"Type: PubMed RefID: 10515900 URL: http://europepmc.org/abstract/MED/10515900|Type: PubMed RefID: 12366848 URL: http://europepmc.org/abstract/MED/12366848|Type: PubMed RefID: 8834867 URL: http://europepmc.org/abstract/MED/8834867|Type: PubMed RefID: 9564569 URL: http://europepmc.org/abstract/MED/9564569|Type: Wikipedia RefID: Miconazole URL: http://en.wikipedia.org/wiki/Miconazole";"Miconazole (BAN, FDA, INN, JAN, MI, USP)|Miconazole nitrate (FDA, JAN, USAN, USP)|Miconazole Nitrate (MI)|";"D01AC02 | A01AB09 | J02AB01 | D01AC52 | A07AC01 | S02AA13 | G01AF04";"D01AC - Imidazole and triazole derivatives | A01AB - Antiinfectives and antiseptics for local oral treatment | J02AB - Imidazole derivatives | D01AC - Imidazole and triazole derivatives | A07AC - Imidazole derivatives | S02AA - Antiinfectives | G01AF - Imidazole derivatives";"D01A - ANTIFUNGALS FOR TOPICAL USE | A01A - STOMATOLOGICAL PREPARATIONS | J02A - ANTIMYCOTICS FOR SYSTEMIC USE | D01A - ANTIFUNGALS FOR TOPICAL USE | A07A - INTESTINAL ANTIINFECTIVES | S02A - ANTIINFECTIVES | G01A - ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS";"D01 - ANTIFUNGALS FOR DERMATOLOGICAL USE | A01 - STOMATOLOGICAL PREPARATIONS | J02 - ANTIMYCOTICS FOR SYSTEMIC USE | D01 - ANTIFUNGALS FOR DERMATOLOGICAL USE | A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS | S02 - OTOLOGICALS | G01 - GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS";"D - DERMATOLOGICALS | A - ALIMENTARY TRACT AND METABOLISM | J - ANTIINFECTIVES FOR SYSTEMIC USE | D - DERMATOLOGICALS | A - ALIMENTARY TRACT AND METABOLISM | S - SENSORY ORGANS | G - GENITO URINARY SYSTEM AND SEX HORMONES";"CHEMBL91"
"CHEMBL103";"PROGESTERONE";"Small molecule";"4";"1976";"'-gest-; -ster-'";"CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C";"Progesterone receptor agonist";"";"";"CHEMBL208";"Progesterone receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: PubMed RefID: 10997774 URL: http://europepmc.org/abstract/MED/10997774";"Progesterone (BAN, FDA, INN, JAN, MI, USP)|";"G03DA04";"G03DA - Pregnen (4) derivatives";"G03D - PROGESTOGENS";"G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM";"G - GENITO URINARY SYSTEM AND SEX HORMONES";"CHEMBL103"
"CHEMBL1743087";"VEDOLIZUMAB";"Antibody";"4";"2014";"'-mab'";"";"Integrin alpha-4/beta-7 inhibitor";"";"";"CHEMBL2095184";"Integrin alpha-4/beta-7";"INHIBITOR";"PROTEIN COMPLEX";"Homo sapiens";"";"";"Type: FDA RefID: label/2014/125476s000lbl.pdf URL: http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125476s000lbl.pdf";"Vedolizumab (FDA, INN, MI, USAN)|";"L04AA33";"L04AA - Selective immunosuppressants";"L04A - IMMUNOSUPPRESSANTS";"L04 - IMMUNOSUPPRESSANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"CHEMBL1743087"
"CHEMBL98";"VORINOSTAT";"Small molecule";"4";"2006";"'-stat'";"O=C(CCCCCCC(=O)Nc1ccccc1)NO";"Histone deacetylase 3 inhibitor";"";"";"CHEMBL1829";"Histone deacetylase 3";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=cd86ee78-2781-468b-930c-3c4677bcc092#section-13 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=cd86ee78-2781-468b-930c-3c4677bcc092#section-13";"Vorinostat (FDA, INN, JAN, MI, USAN)|";"L01XX38";"L01XX - Other antineoplastic agents";"L01X - OTHER ANTINEOPLASTIC AGENTS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"CHEMBL98"
"CHEMBL960";"LEFLUNOMIDE";"Small molecule";"4";"1998";"";"Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1";"Dihydroorotate dehydrogenase inhibitor";"";"";"CHEMBL1966";"Dihydroorotate dehydrogenase";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=320f63f2-fac3-4aee-aff8-85724e00ef52 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=320f63f2-fac3-4aee-aff8-85724e00ef52";"Leflunomide (BAN, FDA, INN, JAN, MI, USAN, USP)|";"L04AA13";"L04AA - Selective immunosuppressants";"L04A - IMMUNOSUPPRESSANTS";"L04 - IMMUNOSUPPRESSANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"CHEMBL960"
"CHEMBL2108658";"TREMELIMUMAB";"Antibody";"3";"";"'-mab'";"";"Cytotoxic T-lymphocyte protein 4 inhibitor";"Blocks the binding of the antigen-presenting cell ligands B7.1 and B7.2 to CTLA-4, resulting in inhibition of B7-CTLA-4-mediated downregulation of T-cell activation.";"";"CHEMBL2364164";"Cytotoxic T-lymphocyte protein 4";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: PubMed RefID: 22437870 URL: http://europepmc.org/abstract/MED/22437870|Type: PubMed RefID: 27042127 URL: http://europepmc.org/abstract/MED/27042127";"Tremelimumab (INN, USAN)|Tremelimumab (genetical recombination) (JAN)|";"";"";"";"";"";"CHEMBL2108658"
"CHEMBL1431";"METFORMIN";"Small molecule";"4";"1995";"'-formin'";"CN(C)C(=N)NC(=N)N";"Mitochondrial complex I (NADH dehydrogenase) inhibitor";"May not be direct target";"";"CHEMBL2363065";"Mitochondrial complex I (NADH dehydrogenase)";"INHIBITOR";"PROTEIN COMPLEX";"Homo sapiens";"";"";"Type: PubMed RefID: 23277337 URL: http://europepmc.org/abstract/MED/23277337|Type: PubMed RefID: 23358356 URL: http://europepmc.org/abstract/MED/23358356|Type: PubMed RefID: 25017630 URL: http://europepmc.org/abstract/MED/25017630";"Metformin HCl (FDA, JAN, MI, USAN, USP)|Metformin (BAN, INN, MI, USAN)|";"A10BA02";"A10BA - Biguanides";"A10B - BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS";"A10 - DRUGS USED IN DIABETES";"A - ALIMENTARY TRACT AND METABOLISM";"CHEMBL1431"
"CHEMBL1471";"APREPITANT";"Small molecule";"4";"2003";"'-tant'";"C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1";"Neurokinin 1 receptor antagonist";"";"";"CHEMBL249";"Neurokinin 1 receptor";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=696f9e80-9cae-403b-de9e-078343ce4713 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=696f9e80-9cae-403b-de9e-078343ce4713";"Aprepitant (FDA, INN, JAN, MI, USAN, USP)|";"A04AD12";"A04AD - Other antiemetics";"A04A - ANTIEMETICS AND ANTINAUSEANTS";"A04 - ANTIEMETICS AND ANTINAUSEANTS";"A - ALIMENTARY TRACT AND METABOLISM";"CHEMBL1471"
"CHEMBL853";"ZALCITABINE";"Small molecule";"4";"1992";"'-citabine'";"Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1";"Human immunodeficiency virus type 1 reverse transcriptase inhibitor";"";"";"CHEMBL247";"Human immunodeficiency virus type 1 reverse transcriptase";"INHIBITOR";"SINGLE PROTEIN";"Human immunodeficiency virus 1";"";"";"Type: FDA RefID: label/2002/20199s16lbl.pdf URL: http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/20199s16lbl.pdf";"Zalcitabine (BAN, FDA, INN, JAN, MI, USAN, USP)|";"J05AF03";"J05AF - Nucleoside and nucleotide reverse transcriptase inhibitors";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL853"
"CHEMBL2110727";"CENICRIVIROC";"Small molecule";"3";"";"'-vir-; -viroc'";"CCCCOCCOc1ccc(-c2ccc3c(c2)/C=C(/C(=O)Nc2ccc([S@@+]([O-])Cc4cncn4CCC)cc2)CCCN3CC(C)C)cc1";"C-C chemokine receptor type 2 antagonist";"";"";"CHEMBL4015";"C-C chemokine receptor type 2";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: PubMed RefID: 16251299 URL: http://europepmc.org/abstract/MED/16251299|Type: PubMed RefID: 21317794 URL: http://europepmc.org/abstract/MED/21317794|Type: PubMed RefID: 21486960 URL: http://europepmc.org/abstract/MED/21486960";"Cenicriviroc Mesylate (USAN)|Cenicriviroc (INN, USAN)|";"";"";"";"";"";"CHEMBL2110727"
"CHEMBL108";"CARBAMAZEPINE";"Small molecule";"4";"1968";"'-pine'";"NC(=O)N1c2ccccc2C=Cc2ccccc21";"Sodium channel alpha subunit blocker";"";"";"CHEMBL2331043";"Sodium channel alpha subunit";"BLOCKER";"PROTEIN FAMILY";"Homo sapiens";"";"";"Type: PubMed RefID: 15208697 URL: http://europepmc.org/abstract/MED/15208697|Type: PubMed RefID: 23205958 URL: http://europepmc.org/abstract/MED/23205958";"Carbamazepine (BAN, FDA, INN, JAN, MI, USAN, USP)|";"N03AF01";"N03AF - Carboxamide derivatives";"N03A - ANTIEPILEPTICS";"N03 - ANTIEPILEPTICS";"N - NERVOUS SYSTEM";"CHEMBL108"
"CHEMBL1201621";"SOMATROPIN";"Protein";"4";"1976";"'-pin; -trop-; som-'";"";"Growth hormone receptor agonist";"It's a recombinant protein approved for the treatment of growth hormone deficiency";"";"CHEMBL1976";"Growth hormone receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=ffebf88b-d257-4542-9808-74d9b7167765 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ffebf88b-d257-4542-9808-74d9b7167765|Type: ISBN RefID: 9780702034718 PP. 396 URL: http://www.isbnsearch.org/isbn/9780702034718";"Somatotropin human growth hormone (MI)|Somatropin (BAN, FDA, INN, JAN, USAN, USP)|Somatropin Recombinant (FDA)|";"H01AC01";"H01AC - Somatropin and somatropin agonists";"H01A - ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES";"H01 - PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES";"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS";"CHEMBL1201621"
